id,member,profile_pic,party_id,ID_y,gender,date_of_death,date_of_birth,slug,legal_name,updated,created,title,family_name,given_name
1406,"Ntshavheni, Ms KPS",289.jpg,1,10273,female,,1977-01-30,khumbudzo-phophi-silence-ntshavheni,Khumbudzo Phophi Silence Ntshavheni,"October 7, 2025, 1:17 PM","May 21, 2019, 7:19 PM",Ms,Ntshavheni,Khumbudzo Phophi Silence
150,"van der Merwe, Ms LL",L_van_der_Merwe.jpg,4,1016,female,,1980-10-01,liezl-linda-van-der-merwe,Liezl Linda van der Merwe,"May 5, 2025, 10:10 AM","August 1, 2013, 12:18 AM",Ms,van der Merwe,Liezl Linda
444,"Thring, Mr WM",thring.jpg,3,1333,male,,1963-02-01,wayne-maxim-thring,Wayne Maxim Thring,"November 11, 2024, 11:17 AM","October 15, 2013, 1:26 PM",Mr,Thring,Wayne Maxim
438,"Mohai, Mr S",mohai.jpg,1,800,male,,1966-11-08,seiso-joel-mohai,Seiso Joel Mohai,"April 1, 2025, 12:58 PM","July 31, 2013, 11:51 PM",Mr,Mohai,Seiso Joel
1268,"Ismail, Ms H",1/Ismail.jpg,2,11122,female,,1969-11-09,haseena-ismail,Haseena Ismail,"December 11, 2025, 11:15 AM","May 21, 2019, 7:21 PM",Ms,Ismail,Haseenabanu
134,"Nemadzinga-Tshabalala, Ms J",1/tshabalala.jpg,1,979,female,,1982-03-30,judith-tshabalala,Judith Tshabalala,"October 8, 2025, 10:52 AM","August 1, 2013, 12:14 AM",Ms,Tshabalala,Judith
1775,"malematja, Mr C N",malematja.jpg,1,13286,male,,1972-09-04,cristopher-nakampe-malematja,Cristopher Nakampe malematja,"August 22, 2024, 1:35 PM","May 21, 2019, 7:27 PM",Mr,malematja,Cristopher Nakampe
163,"Van Rooyen, Mr DD",van_rooyen.jpg,19,989,male,,1968-10-20,david-douglas-van-rooyen,David Douglas Des Van Rooyen,"November 6, 2025, 7:27 AM","August 1, 2013, 12:15 AM",Mr,Van Rooyen,David Douglas
1774,"Marais, Ms P",1/Marais_P.jpg,11,19014,female,,1967-09-27,paulnita-marais,Paulnita Marais,"December 6, 2024, 1:06 PM","January 27, 2022, 1:59 PM",Ms,Marais,Paulnita
239,"Koornhof, Dr GW",Koornhof.jpg,1,683,male,,1952-07-03,gerhardus-willem-koornhof,Gerhardus Willem Koornhof,"August 22, 2024, 1:10 PM","July 31, 2013, 11:38 PM",Dr,Koornhof,Gerhardus Willem
2020,"Burke, Dr MJ",Burke.jpg,2,20846,male,,1989-09-18,mark-john-burke,Mark John Burke,"July 28, 2025, 11:04 AM","June 18, 2024, 6:18 AM",Dr,Burke,Mark John
386,"Mulder, Dr CP",Mulder.jpg,8,834,male,,1956-07-27,cornelius-petrus-mulder,Cornelius Petrus Mulder,"August 14, 2025, 2:19 PM","July 31, 2013, 11:55 PM",Dr,Mulder,Cornelius Petrus
248,"Chikunga, Ms LS",Chikunga.jpg,1,578,female,,1958-11-09,lydia-sindisiwe-chikunga,Lydia Sindisiwe Chikunga,"October 7, 2025, 1:29 PM","July 31, 2013, 11:25 PM",Ms,Chikunga,Lydia Sindisiwe
1715,"Maotwe, Ms OMC",2460.jpg,11,6690,female,,1981-06-05,omphile-mankoba-confidence-maotwe,Omphile Mankoba Confidence Maotwe,"October 10, 2024, 9:18 AM","May 3, 2014, 12:16 AM",Ms,Maotwe,Omphile Mankoba Confidence
599,"Masina, Mr MC",Masina.jpg,1,4197,male,,1974-09-02,mzwandile-collen-masina,Mzwandile Collen Masina,"November 4, 2025, 1:05 PM","May 2, 2014, 4:39 PM",Mr,Masina,Mzwandile Collen
1411,"Gondwe, Dr M",Gondwe.jpg,2,11121,female,,1977-02-07,mimmy-martha-gondwe,Mimmy Martha Gondwe,"October 8, 2025, 11:11 AM","May 21, 2019, 7:21 PM",Dr,Gondwe,Mimmy Martha
1084,"Gana, Mr M",gana_sm.jpg,22,3859,male,,1983-08-11,makashule-gana,Stanford Makashule Gana,"July 3, 2025, 11:58 AM","April 24, 2014, 8:32 AM",Mr,Gana,Stanford Makashule
2021,"Maduna, Mr N",N_Maduna.JPG,1,19955,male,,1992-05-29,ntando-maduna,Ntando Maduna,"November 14, 2024, 6:26 PM","June 18, 2024, 6:15 AM",Mr,Maduna,Ntando
262,"Makhubela, Ms LS",makhubela...2.jpg,1,728,female,,1978-08-16,lusizo-sharon-makhubela-mashele,Lusizo Sharon Makhubela,"March 18, 2025, 9:53 AM","July 31, 2013, 11:41 PM",Ms,Makhubela-Mashele,Lusizo Sharon
238,"Kohler, Ms D",Kohler_D.jpg,2,681,female,,1955-12-02,dianne-kohler-barnard,Dianne Kohler,"September 11, 2024, 1:34 PM","July 31, 2013, 11:38 PM",Ms,Kohler,Dianne
362,"Ndabeni-Abrahams, Ms ST",ndabeni.jpg,1,4258,female,,1978-06-30,stella-tembisa-ndabeni-abrahams,Stella Tembisa Ndabeni-Abrahams,"October 21, 2025, 1:43 PM","May 2, 2014, 4:39 PM",Ms,Ndabeni-Abrahams,Stella Tembisa
1776,"Zondo, Mr  S S",Zondo_S.jpg,4,19021,male,,1992-03-26,sanele-sethembeni-zondo,Sanele Sethembeni Zondo,"March 24, 2025, 11:37 AM","February 15, 2022, 11:33 AM",Mr,Zondo,Sanele Sethembeni
336,"Mncwango, Mr MA",mncwango.jpg,4,794,male,,1953-08-19,mangaqa-albert-mncwango,Mangaqa Albert Mncwango,"September 10, 2024, 8:31 AM","July 31, 2013, 11:50 PM",Mr,Mncwango,Mangaqa Albert
274,"Manamela, Mr KB",Manamela.jpg,1,735,male,,1979-07-10,kgwaridi-buti-manamela,Kgwaridi Buti Manamela,"October 21, 2025, 1:48 PM","July 31, 2013, 11:43 PM",Mr,Manamela,Kgwaridi Buti
1265,"Hlongo, Ms AS",Hlongo.jpg,1,14408,female,,1991-11-15,altia-sthembile-hlongo,Altia Sthembile Hlongo,"October 21, 2025, 1:52 PM","May 21, 2019, 7:30 PM",Ms,Hlongo,Altia Sthembile
1424,"Munyai, Mr TB",Munyai.jpg,1,13267,male,,1970-11-23,tshilidzi-bethuel-munyai,Tshilidzi Bethuel Munyai,"August 22, 2024, 2:26 PM","May 21, 2019, 7:27 PM",Mr,Munyai,Tshilidzi Bethuel
1266,"Majozi, Ms Z",ms_zandile_majozi.jpg,4,7449,female,,1985-05-09,zandile-majozi,Zandile Majozi,"June 30, 2025, 9:33 AM","May 3, 2014, 12:17 AM",Ms,Majozi,Zandile
368,"Motshekga, Ms MA",Motshekga_MA.jpg,1,821,female,,1955-06-19,matsie-angelina-motshekga,Matsie Angelina Motshekga,"October 21, 2025, 1:50 PM","July 31, 2013, 11:54 PM",Mrs,Motshekga,Matsie Angelina
1777,"Hadebe, Mr N",hadebbe.jpg,4,19022,male,,1972-10-10,nhlanhla-hadebe,Nhlanhla Hadebe,"June 20, 2025, 9:00 AM","February 15, 2022, 12:06 PM",Mr,,
711,"Mathys, Ms L",MATHY.jpg,11,6676,female,,1972-08-13,leigh-ann-mathys,Leigh-Ann Mathys,"November 5, 2025, 10:55 AM","May 3, 2014, 12:16 AM",Ms,Mathys,Leigh-Ann
419,"Nzimande, Dr BE",nzimande.jpg,1,878,male,,1958-04-14,bonginkosi-emmanuel-nzimande,Bonginkosi Emmanuel (Blade) Nzimande,"October 21, 2025, 1:53 PM","August 1, 2013, 12:08 AM",Dr,Nzimande,Bonginkosi Emmanuel
278,"Dikgale, Ms MC",Dikgale.jpg,1,9523,female,,1964-03-23,masefako-clarah-dikgale,Masefako Clarah Dikgale,"June 3, 2025, 11:17 AM","June 6, 2014, 5:28 PM",Ms,Dikgale,Masefako Clarah
118,"Hlengwa, Mr M",Hlengwa.jpg,4,657,male,,1987-06-12,mkhuleko-hlengwa,Mkhuleko Hlengwa,"October 17, 2025, 10:23 AM","July 31, 2013, 11:34 PM",Mr,Hlengwa,Mkhuleko
29,"Frolick, Mr CT",Frolick.jpg,1,629,male,,1967-01-20,cedric-thomas-frolick,Cedric Thomas Frolick,"August 12, 2024, 11:42 AM","July 31, 2013, 11:28 PM",Mr,Frolick,Cedric Thomas
2120,"Reddy, Mr VG",reddy.jpg,19,21825,male,,1970-12-07,visvin-gopal-reddy,Visvin Gopal Reddy,"July 8, 2025, 1:41 PM","June 18, 2024, 6:20 AM",Mr,Reddy,Visvin Gopal
441,"Mileham, Mr K",Mileham.jpg,2,786,male,,1971-04-23,kevin-john-mileham,Kevin John Mileham,"July 16, 2024, 10:30 AM","July 31, 2013, 11:49 PM",Mr,Mileham,Kevin John
1443,"Aucamp, Mr W",aucamp.jpg,2,11215,male,,1972-02-26,willem-abraham-stephanus-aucamp,Willem Abraham Stephanus Aucamp,"November 13, 2025, 9:28 AM","May 21, 2019, 7:21 PM",Mr,Aucamp,Willem Abraham Stephanus
454,"Kwankwa, Mr NL",Kwankwa.jpg,6,1331,male,,1980-08-23,nqabayomzi-lawrence-kwankwa,Nqabayomzi Lawrence Saziso Kwankwa,"April 24, 2025, 10:43 AM","October 15, 2013, 1:26 PM",Mr,Kwankwa,Nqabayomzi Lawrence
475,"Bilankulu, Ms NK",Bilankulu.jpg,1,4311,female,,1966-02-14,nkhensani-kate-bilankulu,Nkhensani Kate Bilankulu,"July 7, 2025, 8:00 AM","May 2, 2014, 4:40 PM",Ms,Bilankulu,Nkhensani Kate
465,"Bagraim, Mr M",bagraim.jpg,2,6224,male,,1956-10-09,michael-bagraim,Michael Bagraim,"December 1, 2025, 9:49 AM","May 3, 2014, 12:15 AM",Mr,Bagraim,Michael
445,"Mathale, Mr C",Mathale_C.jpg,1,1332,male,,1961-01-23,cassel-charlie-mathale,Cassel Charlie Mathale,"August 23, 2024, 7:04 AM","October 15, 2013, 1:26 PM",Mr,Mathale,Cassel Charlie
1616,"Zikalala, Mr S",zikalala.jpg,1,16353,male,,1973-08-06,sihle-zikalala,Sihle Zikalala,"October 7, 2025, 8:32 AM","May 24, 2019, 1:37 PM",Mr,Zikalala,Sihle
473,"Bergman, Mr D",Bergman.jpg,2,6216,male,,1977-10-18,darren-bergman,Darren Bergman,"August 14, 2024, 11:08 AM","May 3, 2014, 12:15 AM",Mr,Bergman,Darren
471,"Basson, Mr LJ",basson.jpg,2,6202,male,,1960-04-08,leonard-jones-basson,Leonard Jones Basson,"August 14, 2024, 11:06 AM","May 3, 2014, 12:15 AM",Mr,Basson,Leonard Jones
829,"Hattingh, Mr C",1/hattingh.jpg,2,1359,male,,1948-06-02,chris-hattingh,Chris Hattingh,"January 23, 2025, 6:14 PM","November 13, 2013, 3:28 PM",Mr,Hattingh,
658,"Mahambehlala, Ms T",Mahambehlela.jpg,1,4341,female,,1973-01-16,tandi-mahambehlala,Tandi Mahambehlala,"July 2, 2024, 6:46 PM","May 2, 2014, 4:40 PM",Ms,Mahambehlala,Tandi
1276,"Motaung, Ms NE",Motaung.jpg,1,10268,female,,1986-06-08,nomasonto-evelyn-motaung,Nomasonto Evelyn Motaung,"August 20, 2024, 12:21 PM","May 21, 2019, 7:19 PM",Ms,Motaung,Nomasonto Evelyn
1248,"Sithole, Ms RJ",sithole.jpg,2,6580,female,,1970-08-23,raesetja-jane-sithole,Raesetja Jane Sithole,"October 17, 2025, 8:41 AM","May 3, 2014, 12:15 AM",Ms,Sithole,Raesetja Jane
2122,"Selepe, Mr LD",Selepe.jpg,19,12269,male,,1979-11-24,hlonono-daniel-selepe,Lehlohonolo Daniel Selepe,"July 8, 2025, 1:25 PM","May 21, 2019, 7:24 PM",Mr,Selepe,Lehlohonolo Daniel
1366,"Van Staden, Mr PA",Van_Staden_PA.jpg,8,9275,male,,1975-12-05,philippus-adriaan-van-staden,Philippus Adriaan Van Staden,"August 14, 2025, 2:25 PM","May 3, 2014, 12:21 AM",Mr,Van Staden,Philippus Adriaan
52,"Gina, Ms N",Gina.jpg,1,640,female,,1969-10-25,nomalungelo-gina,Nomalungelo Gina,"October 21, 2025, 1:57 PM","July 31, 2013, 11:32 PM",Ms,Gina,Nomalungelo
740,"McGluwa, Mr JJ",Mc_Gluwa.jpg,2,774,male,,1963-08-23,joseph-job-mcgluwa,Joseph Job McGluwa,"July 26, 2024, 7:52 AM","July 31, 2013, 11:48 PM",Mr,McGluwa,Joseph Job
957,"Mrara, Mr M",1/mrara.jpg,1,1523,male,,1960-05-29,mzoleli-mrara,Mzoleli Mrara,"August 22, 2024, 2:24 PM","November 13, 2013, 3:29 PM",Mr,Mrara,Mzoleli
1344,"Mathafa, Mr OM",Mathafa.jpg,1,13273,male,,1975-12-20,oscar-masarona-mathafa,Oscar Masarona Mathafa,"December 11, 2024, 6:22 PM","May 21, 2019, 7:27 PM",Mr,Mathafa,Oscar Masarona
1100,"Magagula, Ms TE",Magagula.jpg,1,1600,female,,1956-08-23,thokozile-magagula,Thokozile Elizabeth Magagula,"August 27, 2024, 10:36 AM","November 13, 2013, 3:29 PM",Ms,Magagula,Thokozile Elizabeth
1070,"Creecy, Ms B",Creecy.jpg,1,1367,female,,1958-06-17,creecy-barbara,Barbara Dallas Creecy,"September 2, 2025, 9:10 AM","November 13, 2013, 3:28 PM",Ms,Creecy,Barbara Dallas
2123,"Skosana, Mr DM",d_skosana.jpg,19,21830,male,,1963-07-11,david-mandla-skosana,David Mandla Skosana,"April 24, 2025, 10:39 AM","June 18, 2024, 6:20 AM",,Skosana,David Mandla
1143,"Moraka, Ms AT",moraka.jpg,1,1512,female,,1983-10-15,ms-moraka-anna-thandi,Anna Thandi Moraka,"October 8, 2025, 11:18 AM","November 13, 2013, 3:29 PM",Ms,Moraka,Anna Thandi
1144,"Lekganyane, Mr MS",Lekganyane.jpg,1,4510,male,,1974-04-18,molapi-soviet-lekganyane,Molapi Soviet Lekganyane,"December 11, 2025, 11:15 AM","May 2, 2014, 4:40 PM",,Lekganyane,Molapi Soviet
1444,"Christians, Dr. DC",1/Christians.jpg,2,11186,female,,1968-10-25,delmaine-chesley-christians,Delmaine Chelsey Christians,"September 23, 2025, 11:34 AM","May 21, 2019, 7:21 PM",Dr,Christians,Delmaine Chesley
1563,"Dube-Ncube, Ms N",246f104623cfa75273ab8a323bc9c7d6.jpg,1,4458,,,,nomsa-dube-ncube,Nomsa Ncube,"May 2, 2014, 4:40 PM","May 2, 2014, 4:40 PM",,Ncube,Nomsa
1363,"Powell, Ms EL",1/311.jpg,2,14996,female,,1987-04-15,emma-louise-powell,Emma Louise Powell,"September 29, 2025, 10:23 AM","May 21, 2019, 7:32 PM",Ms,Powell,Emma Louise
1699,"Managa, Dr L",Managa.jpg,11,17042,female,,1975-09-01,lilian-managa,Lilian Managa,"October 7, 2025, 8:21 AM","May 24, 2019, 1:39 PM",Dr,Managa,Lilian
1404,"Mohlala, Ms MR",mohlala_resized.jpg,11,11293,female,,1977-01-24,mathibe-rebecca-mohlala,Mathibe Rebecca Mohlala,"February 23, 2025, 5:31 AM","May 21, 2019, 7:21 PM",Ms,Mohlala,Mathibe Rebecca
2124,"Themba, Mr AT",themba.jpg,19,27402,male,,1983-06-01,albert-tshepo-themba,Albert Tshepo Themba,"July 7, 2025, 3:19 PM","June 18, 2024, 8:01 AM",,Themba,Albert Tshepo
961,"Ndamase, Mr P",1/ndamase.jpg,1,4229,male,,1965-07-03,pumelele-ndamase,Pumelele Ndamase,"September 2, 2024, 10:25 AM","May 2, 2014, 4:39 PM",Mr,Ndamase,Pumelele
1296,"Letsie, Mr WT",Letsie.jpg,1,13276,male,,1982-10-14,walter-tebogo-letsie,Walter Tebogo Letsie,"February 11, 2025, 11:23 AM","May 21, 2019, 7:27 PM",Mr,Letsie,Walter Tebogo
1426,"Gwarube, Ms S",Gwarube.jpg,2,11127,female,,1989-07-14,siviwe-gwarube,Siviwe Gwarube,"October 7, 2025, 10:13 AM","May 21, 2019, 7:21 PM",Ms,Gwarube,Siviwe
1316,"Maneli, Mr BM",1/maneli.jpg,1,13268,male,,1974-03-20,boyce-makhosonke-maneli,Boyce Makhosonke Maneli,"March 3, 2025, 11:13 AM","May 21, 2019, 7:27 PM",Mr,Maneli,Boyce Makhosonke
1682,"Selamolela, Mr S D",Selamolela.jpg,1,16838,male,,1985-01-27,selelo-donald-selamolela,Selelo Donald Selamolela,"October 10, 2024, 8:52 AM","May 24, 2019, 1:39 PM",Mr,Selamolela,Selelo Donald
1532,"Ntshalintshali, Ms LL",ntshalihali.jpg,1,17279,female,,1977-04-11,leonah-lindiwe-ntshalintshali,Leonah Lindiwe Ntshalintshali,"October 8, 2025, 10:13 AM","May 24, 2019, 1:40 PM",Ms,Ntshalintshali,Leonah Lindiwe
1300,"Luthuli, Mr BN",inkosi_bhrkizizwe_nivard_luthuli.jpg,4,7414,male,,1954-02-18,bhekizizwe-nivard-luthuli,Bhekizizwe Nivard Luthuli,"September 10, 2024, 8:46 AM","May 3, 2014, 12:17 AM",Mr,Luthuli,Bhekizizwe Nivard
1371,"De Villiers, Mr JN",1/De_Villiers_JN.jpg,2,14997,male,,1980-03-06,jan-naude-de-villiers,Jan Naudé De Villiers,"August 12, 2024, 12:39 PM","May 21, 2019, 7:32 PM",Mr,De Villiers,Jan Naudé
1494,"Meth, Ms N",Meth.jpg,1,15106,female,,1966-07-01,nomakhosazana-meth,Nomakhosazana Meth,"May 7, 2025, 10:31 AM","May 24, 2019, 1:32 PM",Ms,Meth,Nomakhosazana
1292,"Arries, Ms LH",arries.jpg,11,11309,female,,1970-02-06,laetitia-heloise-arries,Laetitia Heloise Arries,"September 23, 2025, 8:46 AM","May 21, 2019, 7:21 PM",Ms,Arries,Laetitia Heloise
1312,"Spies, Ms ERJ",Spies.jpg,2,14993,female,,1971-07-09,eleanore-rochelle-jacquelene-spies,Eleanore Rochelle Jacquelene Spies,"September 23, 2025, 11:41 AM","May 21, 2019, 7:32 PM",Ms,Spies,Eleanore Rochelle Jacquelene
1368,"Ngcobo, Mr SL",1/Ngcobo_S.jpg,4,14027,male,,1964-11-16,siphosethu-lindinkosi-ngcobo,Siphosethu Lindinkosi Ngcobo,"February 11, 2025, 1:46 PM","May 21, 2019, 7:29 PM",Mr,Ngcobo,Siphosethu Lindinkosi
1361,"Phiri, Ms CM",Phiri.jpg,1,14181,female,,1984-04-22,carol-mokgadi-phiri,Carol Mokgadi Phiri,"March 3, 2025, 11:06 AM","May 21, 2019, 7:29 PM",Ms,Phiri,Carol Mokgadi
60,"Groenewald, Dr PJ",groenewald.jpg,8,647,male,,1955-08-27,petrus-johannes-groenewald,Petrus Johannes Groenewald,"October 7, 2025, 10:40 AM","July 31, 2013, 11:33 PM",Dr,Groenewald,Petrus Johannes
374,"Nel, Mr AC",4161.jpg,1,844,male,,1965-10-02,andries-carl-nel,Andries Carl Nel,"October 8, 2025, 11:20 AM","July 31, 2013, 11:57 PM",Mr,Nel,Andries Carl
769,"Mokwele, Ms T",mokwele_resized.jpg,11,6682,female,,1976-02-18,tebogo-josephine-mokwele,Tebogo Josephine Mokwele,"February 2, 2025, 9:43 AM","May 3, 2014, 12:16 AM",Ms,Mokwele,Tebogo Josephine
1288,"Lamola, Mr RO",Lamola.jpg,1,4237,male,,1983-11-21,ronald-ozzy-lamola,Ronald Lamola,"October 7, 2025, 11:32 AM","May 2, 2014, 4:39 PM",Mr,Lamola,Ronald Ozzy
291,"Marais, Mr EJ",Marais.jpg,2,743,male,,1961-09-08,erik-johannes-marais,Erik Johannes Marais,"September 23, 2025, 11:38 AM","July 31, 2013, 11:44 PM",Mr,Marais,Erik Johannes
1293,"Siweya, Ms RT",1/siweya.jpg,1,10260,female,,1982-01-06,rhulani-thembi-siweya,Rhulani Thembi Siweya,"August 23, 2024, 11:19 AM","May 21, 2019, 7:19 PM",Ms,Siweya,Rhulani Thembi
1375,"Roos, Mr AC",roos.jpg,2,11153,male,,1976-02-18,adrian-christopher-roos,Adrian Christopher Roos,"August 14, 2024, 11:48 AM","May 21, 2019, 7:21 PM",Mr,Roos,Adrian Christopher
1077,"Clarke, Ms M",clarke.jpg,2,6473,female,,1963-07-15,michele-odette-clarke,Michéle Odette Clarke,"October 10, 2024, 9:14 AM","May 3, 2014, 12:15 AM",Ms,Clarke,Michéle Odette
1429,"Nhanha, Mr M",nanha.jpg,2,856,male,,1969-07-03,mlindi-advent-nhanha,Mlindi Advent Nhanha,"January 23, 2025, 6:50 PM","July 31, 2013, 11:59 PM",Mr,Nhanha,Mlindi Advent
1304,"Mphithi, Mr L",mphiti.jpg,2,11123,male,,1992-09-01,luyolo-mphithi,Luyolo Mphithi,"February 24, 2025, 1:40 PM","May 21, 2019, 7:21 PM",Mr,Mphithi,Luyolo
482,"Mbatha, Mr MS",Mbatha.jpg,19,6689,male,,1970-08-30,moses-sipho-mbatha,Moses Sipho Mbatha,"July 10, 2025, 9:28 AM","May 3, 2014, 12:16 AM",Mr,Mbatha,Moses Sipho
1570,"Hlabisa, Mr VF",Hlabisa.jpg,4,16673,male,,1965-01-04,velenkosini-fiki-hlabisa,Velenkosini Fiki Hlabisa,"October 7, 2025, 10:33 AM","May 24, 2019, 1:38 PM",Mr,Hlabisa,Velenkosini Fiki
911,"Wessels, Mr W",1/wessels.jpg,8,9267,male,,1985-03-18,wouter-wynand-wessels,Wouter Wynand Wessels,"March 12, 2025, 8:31 AM","May 3, 2014, 12:21 AM",Mr,Wessels,Wouter Wynand
1341,"Masondo, Dr D",Masondo.jpg,1,1483,male,,1974-11-14,mr-masondo-david,David Masondo,"August 23, 2024, 7:14 AM","November 13, 2013, 3:29 PM",Dr,Masondo,David
1302,"Mabhena, Mr TB",Mabhena.jpg,2,11130,male,,1990-06-01,thamsanqa-bhekokwakhe-mabhena,Thamsanqa Bhekokwakhe Mabhena,"March 17, 2025, 10:30 AM","May 21, 2019, 7:21 PM",Mr,Mabhena,Thamsanqa Bhekokwakhe
1464,"Madikizela, Mr BS",Madikizela_B.jpg,2,6655,male,,1975-03-15,bonginkosi-success-madikizela,Bonginkosi Success Madikizela,"September 5, 2025, 1:00 PM","May 3, 2014, 12:16 AM",Mr,Madikizela,Bonginkosi Success
1290,"Langa, Mr TM",Langa.jpg,4,11297,male,,1978-05-24,thokozani-makhosonke-langa,Thokozani Makhosonke Langa,"February 10, 2025, 5:19 PM","May 21, 2019, 7:21 PM",,Langa,Thokozani Makhosonke
1374,"Direko, Ms DR",DR_Direko.JPG,1,13062,female,,1985-04-28,dikeledi-rosemary-direko,Dikeledi Rosemary Direko,"September 10, 2024, 7:22 AM","May 21, 2019, 7:26 PM",Ms,Direko,Dikeledi Rosemary
2131,"Kubheka, Mr TTS",Khubeka.jpg,19,27474,male,,1982-11-21,thalente-thuthukani-sakhike-khubeka,Thalente Thuthukani Sakhike Khubeka,"February 4, 2025, 1:37 PM","June 26, 2024, 7:33 AM",,,
185,"Xaba-Ntshaba, Ms PP",xaba_n.jpg,1,10261,female,,1963-01-20,phindisile-pretty-xaba-ntshaba,Phindisile Pretty Xaba-Ntshaba,"November 28, 2024, 12:09 PM","May 21, 2019, 7:19 PM",Ms,Xaba-Ntshaba,Phindisile Pretty
1378,"Schreiber, Dr LA",schrieber.jpg,2,14998,male,,1988-09-11,leon-amos-schreiber,Leon Amos Schreiber,"October 7, 2025, 11:27 AM","May 21, 2019, 7:32 PM",Dr,Schreiber,Leon Amos
1376,"Sarupen, Mr AN",sarupen.jpg,2,6465,male,,1988-07-01,ashor-nick-sarupen,Ashor Nick Sarupen,"October 8, 2025, 10:58 AM","May 3, 2014, 12:15 AM",Mr,Sarupen,Ashor Nick
1379,"Mchunu, Ms TVB",Mchunu_TVB.jpg,1,13738,female,,1968-01-31,thembeka-vuyisile-buyisile-mchunu,Thembeka Vuyisile Buyisile Mchunu,"February 19, 2025, 9:28 AM","May 21, 2019, 7:28 PM",Ms,Mchunu,Thembeka Vuyisile Buyisile
2132,"Madlala, Mr KB",KB_Madlala.jpg,19,26020,male,,1992-09-01,khayelihle-blessing-madlala,Khayelihle Blessing Madlala,"July 8, 2025, 1:49 PM","June 18, 2024, 6:38 AM",Mr,Madlala,Khayelihle Blessing
1383,"Sharif, Ms NK",1/sharif.jpg,2,11140,female,,1990-05-18,nazley-khan-sharif,Nazley Khan Sharif,"November 3, 2025, 10:07 AM","May 21, 2019, 7:21 PM",,Sharif,Nazley Khan
1380,"Seitlholo, Mr IS",Seitlholo.jpg,2,11170,male,,1989-09-09,isaac-sello-seitlholo,Isaac Sello Seitlholo,"October 17, 2025, 10:29 AM","May 21, 2019, 7:21 PM",Mr,Seitlholo,Isaac Sello
496,"Capa, Ms RN",capa.jpg,1,4180,female,,1952-10-24,rosemary-nokuzola-capa,Rosemary Nokuzola Capa,"October 21, 2025, 1:39 PM","May 2, 2014, 4:39 PM",Ms,Capa,Rosemary Nokuzola
583,"Maimane, Dr MA",1/Maimane.jpg,23,6349,male,,1980-06-06,mmusi-aloysias-maimane,Mmusi Aloysias Maimane,"August 14, 2025, 2:11 PM","May 3, 2014, 12:15 AM",Dr,Maimane,Mmusi Aloysias
1160,"Sekoati, Mr SC",Sekoati.jpg,1,1495,male,,1967-06-28,mr-sekoati-charles-seaparo,Seaparo Charles Sekoati,"August 5, 2024, 2:03 PM","November 13, 2013, 3:29 PM",Mr,Sekoati,Seaparo Charles
517,"Hunsinger, Dr CH",94.jpg,2,6231,male,,1962-10-23,christian-hans-heinrich-hunsinger,Christian Hans Heinrich Hunsinger,"October 10, 2024, 9:12 AM","May 3, 2014, 12:15 AM",Dr,Hunsinger,Christian Hans Heinrich
640,"Mashabela, Ms N",mashabela.jpg,11,6969,female,,1966-03-25,ngwanamakwetle-reneiloe-mashabela,Ngwanamakwetle Reneiloe Mashabela,"December 6, 2024, 1:14 PM","May 3, 2014, 12:16 AM",Ms,Mashabela,Ngwanamakwetle Reneiloe
2133,"Msezane, Mr MP",msezane.jpg,19,27475,male,,1989-10-23,mnqobi-prince-msezane,Mnqobi Prince Msezane,"July 8, 2025, 2:49 PM","June 26, 2024, 8:05 AM",Mr,,
1385,"Mgweba, Ms T",Mgweba.jpg,1,13269,female,,1974-05-25,teliswa-mgweba,Teliswa Mgweba,"January 23, 2025, 6:31 PM","May 21, 2019, 7:27 PM",Ms,Mgweba,Teliswa
529,"Khawula, Ms MS",Khawula.jpg,11,6721,female,,1954-12-07,makoti-sibongile-khawula,Makoti Sibongile Khawula,"November 3, 2025, 8:46 AM","May 3, 2014, 12:16 AM",Ms,Khawula,Makoti Sibongile
516,"Horn, Mr W",Horn.jpg,2,6206,male,,1970-05-12,werner-horn,Werner Horn,"August 12, 2024, 11:39 AM","May 3, 2014, 12:15 AM",Mr,Horn,Werner
494,"Breytenbach, Adv G",1/Breytenbach.jpg,2,6208,female,,1960-08-09,glynnis-breytenbach,Glynnis Breytenbach,"July 9, 2025, 9:16 AM","May 3, 2014, 12:15 AM",Adv,Breytenbach,Glynnis
596,"Shelembe, Mr ML",Shelembe_L.jpg,2,7761,male,,1968-10-12,maliyakhe-lymon-shelembe,Maliyakhe Lymon Shelembe,"October 10, 2024, 9:28 AM","May 3, 2014, 12:18 AM",Mr,Shelembe,Maliyakhe Lymon
2134,"Taaibosch, Mr G",taaib.jpg,19,21852,male,,1963-08-23,glen-taaibosch,Glen Taaibosch,"July 8, 2025, 12:31 PM","June 18, 2024, 6:20 AM",,Taaibosch,Glen
1272,"Denner, Ms H",1/Denner.jpg,8,12400,female,,1985-12-06,heloise-denner,Heloise Denner,"August 14, 2025, 2:21 PM","May 21, 2019, 7:24 PM",Ms,Denner,Heloise
1351,"Pambo, Mr V",Pambo.jpg,11,11296,male,,1989-08-12,vuyani-pambo,Vuyani Pambo,"November 3, 2025, 8:27 AM","May 21, 2019, 7:21 PM",Mr,Pambo,Vuyani
